idspecies,id_sp_region,current_distribution,sourceid
22027,114748,"uid-Flevoland, Lauwersmeer and Dollard; ",""
50154,114751,inland;Rhine River; ,""
53289,114754,"inland;Port of Hamburg, Rivers Lahn, Danube; ",""
50156,114758,"widespread, Oosterschelde, Westerschelde, North Sea; ",""
50156,114760,"Ria de Faro to Olhao, Baia de Sagres, Estuario do Sado, Ria Aveiro, Estuario do Guadianna (?); ",""
50156,114762,"Limfjord (Nissum Bredning) and at RÃ¸mÃ¸ in the Wadden Sea, Mass occurrence in 2005 indicates local reproduction at RÃ¸mÃ¸; ",""
50156,114763,"La Rochelle to Arcachon Bay, including Bay of Marennes-Oleron and Gironde Estuary. Natural reproduction along the Atlantic coast and up north to the English Channel. ; ",""
50156,114764,"Isefjord, SamsÃ¶ island, Horsens fjord; ",""
50156,114765,"North Sea;Wadden Sea, outer Elbe estuary (polyhaline zone); ",""
8738,114778,inland; ,""
8738,114780,inland; ,""
8738,114781,inland; ,""
8738,114782,"inland;locally in Hessen, Mecklenburg-Vorpommern, Niedersachsen, Nordrhein-Westfalen, Rheinland-Pfalz, Schleswig-Holstein; ",""
50159,114783,Oslofjord to Hardaland; ,""
50159,114784,"Wadden Sea, Zeeland estuaries, Oosterschelde estaury; ",""
50159,114789,Bay of  St Brieuc (North Brittany) ; ,""
50159,114790,"North Sea;Wadden Sea, in Elbe estuary in polyhaline zone; ",""
50296,114792,inland; ,""
50296,114793,"Rhine, Loire, in the low part of Durance, in SÃ©lune and some east rivers ; ",""
50162,114797,Southern Norway; ,""
50162,114798,inland; ,""
53294,114801,"southern Norway, Vestfold, Skagerrak; ",""
53294,114802,Baltic Sea; ,""
53294,114803,"Kanaal door Zuid-Beveland, Inlaag near Ouwerkerk, the Veerse Meer, the Oosterschelde estuary, Lake Grevelingen, Kanaal door Walcheren, Arnemuidens Kanaal, Havenkanaal van Stavenisse and in the inner part of the Oosterschelde estuary. ; ",""
53294,114804,"Belt Sea, SW Kattegat, W Baltic; ",""
53294,114806,North Sea; ,""
53295,114808,inland; ,""
53296,114809,North Sea; ,""
53298,114813,North Sea;Helgoland; ,""
50165,114814,"North Sea, Osterschelde, Westerschelde; ",""
50166,114816,spreading; ,""
53300,114819,"inland;Rivers Danube, Rhine, Odra ; ",""
53301,114822,"inland;Rivers Danube, Rhine, Odra, Elbe (limnetic zone near Hamburg to upper Elbe), Havel, Weser, Mosel, Saar, Lake Constance; ",""
53302,114824,Azores; ,""
50169,114826,"occurs all over The Netherlands in freshwater lakes, canals and rivers; ",""
50169,114829,Baltic Sea;freshwater habitats adjacent to NE German coast; ,""
50169,114830,"inland;e.g. Berlin Lakes, Rivers Rhine, Inn, Weser, Ems, Eider, Elbe (mesohaline to limnetic zone) and adjacent freshwater habitats in Germany; ",""
50170,114832,"inland;Rivers Elbe (central limnetic zone), Weser, Danube, Rhine; ",""
53303,114835,"inland;Rivers Saar, Rhine; ",""
53304,114838,inland; ,""
53305,114839,inland; ,""
1031,114840,"inland;Rivers Erft, Rhine, ponds and lakes Northrhine-Westfalia; ",""
53306,114841,"Lake Grevelingen, Neeltje Jans, Oosterschelde estuary and in Havenkanaal van Goes; ",""
50172,114843,entire North Sea coast; ,""
50172,114848,"North Sea;all along the coast, in Elbe in poly- and mesohaline zone; ",""
1052,114851,Southern Norway; ,""
1052,114852,widespread; ,""
1052,114854,widespread; ,""
1052,114855,inland;widespread e.g. Berlin Lakes; ,""
1091,114858,inland;widespread; ,""
53308,114859,North Sea;Helgoland; ,""
53310,114861,"Also recorded in Pico, SÃ£o Miguel and Terceira islands; ",""
50548,114863,Ostfold to Aust-Agder; ,""
50548,114864,widespread on Wadden Sea coast; ,""
50548,114868,"North Sea;all along the coast, in Elbe estuary in polyhaline zone; ",""
50548,114869,Baltic Sea; ,""
50176,114870,"records from Oslofjord, Fredrikstad district; ",""
50176,114872,"all Dutch coastal waters, also adjacent waters; ",""
50176,114875,many records from numerous localities ; ,""
50176,114876,many records from numerous localities ; ,""
50176,114878,"North Sea;all rivers connected to the North Sea, e.g. Elbe (records up to Prague), Weser, Ems, Hunte, Rhine, Saale; ",""
50176,114879,"inland;widespread, especially in northern Germany, including Rivers Elbe (polyhaline to upper limnetic zone), Weser, Ems, Havel and tributaries, Berlin Lakes, Rhine River; ",""
50176,114880,"Baltic Sea;all rivers connected to the Baltic Sea, e.g. Odra; ",""
53314,114886,inland; ,""
53315,114887,IJmuiden ; ,""
53316,114888,Veerse Meer and Grevelingen Lake; ,""
53320,114894,North Sea;all along the coast; ,""
50180,114895,"Veerse Meer, Kanaal door Walcheren, Vlissingen, Noordzeekanaal, Goesse Meer; ",""
50180,114896,harbours of Oostende en Nieuwpoort; ,""
50180,114899,"North Sea;adjacent waters, e.g. Ems; ",""
53321,114901,range expansion to Portuguise border; ,""
50182,114906,"almost all inland waters from Belgium to German border, including Ijsselmeer, Rhine, Waal and also oligohaline tidal lagoons and brackish coastal areas, mesohaline eastern part of the Westerschelde estuary ; ",""
50182,114907,"inland;Weser, Elbe (mesohaline to middle limnetic zone), Rhine, Danube; ",""
50182,114908,"North Sea;adjacent waters to North Sea (e.g. Weser, Elbe, Rhine); ",""
50182,114909,Baltic Sea;adjacent waters to Baltic Sea; ,""
53323,114911,"Zuiderzee/Ijsselmeer, Oosterschelde estuary and Westerschelde estuary; ",""
53323,114912,North Sea;Ems; ,""
53323,114913,inland;Kiel Canal; ,""
50183,114917,Southern Norway; ,""
50514,114919,"several localities including Oslofjord, Hardangerfjorden, Trondheimfjorden; ",""
50514,114921,"Oosterschelde estuary and canals, Lake Grevelingen; ",""
50514,114924,North Sea; ,""
53329,114927,Baltic Sea; ,""
53329,114932,"Horsens Fjord, near Kolding, Holckenhavn Fjord; ",""
53329,114934,North Sea; ,""
50493,114938,Brittany; ,""
50493,114941,"Oosterschelde estuary near Yerseke, Havenkanaal van Stavenisse; ",""
53332,114942,border with Sweden to SÃ¸r Trondelag; ,""
53335,114947,inland; ,""
53336,114948,southern and central Norway; ,""
53341,114955,Occurred exclusively in imported oysters. After removing all infected oysters not observed after 1978; ,""
100422,114958,Bay of Biscay towards Santander Bay; ,""
100422,114959,Bay of Biscay; ,""
100422,114960,"Oosterschelde, Westerschelde; ",""
53345,114966,inland;Rivers Rhine and Neckar; ,""
53345,114967,"Rhine River and in drinking water reservoirs, River Meuse, River Waal; ",""
50191,114970,"in 1997 found at FlÃ¸rÃ¶ (61.60Â°N, 4.97Â°E), in 2000 it had spread rapidly both north- and southwards of Bergen and was found E of Lindesnes (58.0Â°N, 7.1Â°E) on the Skagerrak coast. After 2003 it was found from the Oslofjord to Sognefjord north of Bergen.; ",""
50191,114973,Oosterschelde estuary and occasionally in Lake Grevelingen ; ,""
50193,114975,"Oslofjord, Kristiansand, Ã„lesund, Bergen; ",""
50193,114977,Ã–resund; ,""
21164,114979,"inland;Rivers e.g. Erft, ponds and lakes in Northrhine-Westfalia ; ",""
53348,114986,inland;Danube River; ,""
50298,114989,inland;e.g. Berlin Lakes; ,""
53353,114997,"inland;Rivers Danube, Main, Elbe river in limnetic zone near Hamburg; ",""
50204,115001,Southern Norway; ,""
50204,115003,all North Sea coasts; ,""
50204,115004,west coast; ,""
50204,115006,North Sea;all along the coast; ,""
53356,115007,Southern Norway; ,""
53357,115008,North Sea; ,""
53359,115010,"Lake Grevelingen, Sas van Goes and in Oosterschelde estuary; ",""
53363,115017,inland; ,""
53364,115019,"Southern Norway, near Oslo; ",""
53364,115021,inland;Rhine River; ,""
53365,115023,southern Norway; ,""
53368,115027,inland; ,""
50287,115033,"inland;Rhine, Danube, Elbe; ",""
53370,115034,"Galicia, la Coruna; ",""
53375,115042,Baltic Sea;widespread; ,""
53375,115043,North Sea;Elbe (meso- and oligohaline zone) and Weser estuary; ,""
53375,115044,"Aust-Agder to Finnmark, in Masfjord and Sognefjord; ",""
53375,115045,"North Sea, Westerschelde and adjacent waters; ",""
53375,115048,North Sea;adjacent estuaries (in Elbe in polyhaline and mesohaline zone); ,""
53375,115049,North Sea;adjacent estuaries (in Elbe in polyhaline and mesohaline zone); ,""
50215,115050,"Estuarios do Sado, Tefo, Mondego, Algarve; ",""
50215,115051,"Bay of Quiberon, Biscay Bay and in the English Channel; ",""
53376,115052,Galicia; ,""
53376,115053,eradicated by removing all infected oysters (not observed after 1978); ,""
53378,115055,spreading in southern North Sea; ,""
53380,115061,Westerschelde estuary and Noordzeekanaal at IJmuiden ; ,""
53382,115064,inland; ,""
50218,115065,Oosterschelde Estuary; ,""
50218,115067,also Morbihan Gulf (S Brittany); ,""
53387,115073,southern Norway; ,""
53388,115076,southern Norway; ,""
53389,115079,inland; ,""
53390,115080,"Westerschelde, Osterschelde, near Grevelingen, Wadden Sea near Balzand; ",""
53390,115081,sourthern Norway (species was found in oter Oslofjord and near Bergen - and it is suggested to be found in the coastal current between both loctions); ,""
53390,115082,Baltic Sea; ,""
50223,115090,whole coastline; ,""
50223,115091,widespread along North Sea coast; ,""
50223,115093,widespread; ,""
50223,115094,widespread; ,""
53394,115102,lake Grevelingen; ,""
9151,115104,"inland;River Erft, lakes in Northrhine-Westfalia; ",""
9161,115105,inland; ,""
50226,115106,North Sea;Wadden Sea; ,""
50226,115107,"Westerschelde estuary, the Oosterschelde estuary and the Grevelingen estuary, parts of the Wadden Sea; ",""
50550,115112,widespread in brackish waters; ,""
53397,115116,"Osterschelde and Westerschelde, Wadden Sea; ",""
53397,115118,"North Sea;SE North Sea, in Elbe estuary in poly- and mesohaline zone; ",""
53398,115119,Baltic Sea; ,""
50303,115120,western Netherlands; ,""
50303,115121,Baltic Sea; ,""
50228,115125,"Oosterschelde estuary, Lake Grevelingen and Texel Island; ",""
50228,115127,"Limfjord, Kattegat; ",""
50228,115129,North Sea; ,""
53401,115134,inland; ,""
53402,115135,inland; ,""
53403,115136,Bay of Mont St Michel (North Brittany) ; ,""
50231,115137,southern and central Norway; ,""
50231,115138,North Sea coasts; ,""
50231,115142,North Sea;all along the coast; ,""
50231,115143,Baltic Sea; ,""
53404,115146,"Southern Norway, near Oslo; ",""
50232,115149,inland; ,""
50233,115154,"central Norway, Askerhus - Troms; ",""
50233,115155,"lake Veerse meer, lake Grevelingen and lake Oostvoornse Meer, the Oosterschelde estuary and near the Haringvliet sluices; ",""
50233,115156,inland; ,""
53098,115163,widely distributed on shores of brackish and fresh waters; ,""
53098,115164,"inland;Rivers Rhine, neckar, Saar, Weser; ",""
53407,115165,inland; ,""
50292,115169,"inland;Rivers Elbe (middle to uper limnetic zone), Alster, Odra, Rhine, Danube, Schwentine, Trave; ",""
53409,115171,near Amsterdam and Utrecht; ,""
53415,115184,inland; ,""
50539,115187,"various location along the coast and in the Westerschelde and Oosterschelde (Ijmuiden, Rotterdam, Zierikzee, Wemeldinge, Terneuzen, Hansweert, Hoedekenskerke, Ellewoutsdijk, Walsoorden); ",""
50539,115188,"various locations along the coast (Doel, Zeebrugge, Oostende); ",""
100690,115191,"From Russian border to west of North Cape, several individuals have been caught outside TromsÃ¸ (N70, E19 30).  The southernmost individual caught at Folla, (N64 40, E 11), well south of the Lofoten Archipelago (N68, E15). ; ",""
53420,115195,inland;Elbe River (middle and upper limnetic zone); ,""
50551,115202,Ostfold to Vest-Agder; ,""
50551,115203,widespread and common along all North Sea coasts; ,""
50551,115205,"Wadden Sea, Skagerrack coast, N Kattegat, Limfjord; ",""
50551,115206,"Wadden Sea, Skagerrack coast, N Kattegat, Limfjord; ",""
50551,115207,"North Sea;all along the coast, in Elbe estuary in polyhaline zone; ",""
50551,115208,Baltic Sea; ,""
50243,115215,southern Norway; ,""
101293,115218,inland;most freshwater habitats in northern and southern Germany (in Elbe in central limnetic zone); ,""
53429,115221,inland; ,""
53432,115225,Found floating near Faial island; ,""
53433,115226,inland; ,""
53434,115227,inland; ,""
50496,115238,North Sea; ,""
53441,115242,Atlantic coast and Loire Estuary; ,""
53443,115246,Oosterschelde estuary; ,""
53444,115248,inland;widespread; ,""
53444,115249,Baltic Sea; ,""
53445,115250,Baltic Sea; ,""
53448,115253,"southern Norway, Ostfold - Stavanger; ",""
53448,115254,"widespread, including Zuiderzee and adjacent waters; ",""
53448,115256,"Several brackish and estuarine fjords and freshwater localities, i.e. Copenhagen, MÃ¸lleÃ¥ at Raadvad, Randers Fjord; ",""
53448,115258,"inland;widespread, in e.g. Elbe (mesohaline to upper limnetic zone), Berlin lakes; ",""
53448,115259,Baltic Sea;adjacent waters; ,""
53451,115264,"inland;Rivers Rhine, Elbe (mesohaline zone in mouth of the Elbe estuary to limnetic zone near Hamburg), Weser, Neckar, Hunte, Ems; ",""
53452,115265,Tenerife; ,""
53452,115266,SÃ£o Miguel island; ,""
53452,115269,"Tejo, Mondego, Vouga, Pateira de Fermentelos, Douro, Leca; ",""
53452,115271,inland; ,""
53454,115274,inland;Kiel Canal; ,""
53455,115278,inland; ,""
50258,115281,Ostfold to Vest-Agder; ,""
50259,115285,Ostfold to Vest-Agder; ,""
50259,115286,Esrom SÃ¸ ; ,""
53458,115287,inland;Kiel Canal; ,""
53462,115294,Antwerp region; ,""
50553,115297,"Anse du PÃ´, Bay of Quiberon (S Brittany) ; ",""
50542,115299,"widespread, including Noordzeekanaal, Nieuwe Waterweg, Haringvliet, Veerse Meer, Waal near Nijmegen; ",""
50542,115300,Zeeschelde and adjacent waters; ,""
50542,115301,Guadalquivir Estuary; ,""
50542,115304,Baltic Sea; ,""
50542,115305,"inland;Kiel Canal, Rhine, Ems, Elbe (meso- to oligohaline zone); ",""
50542,115306,"North Sea;Ems (near Emden), Weser and Elbe estuaries; ",""
53465,115308,SÃ£o Jorge island; ,""
50554,115310,"Hordaland. TrÃ¶ndelag, Nordland ; ",""
50554,115311,Algarve; ,""
53469,115318,southern Norway; ,""
53469,115321,inland; ,""
53470,115322,southern Norway; ,""
50263,115325,"Southern Norway. In 1993 it had reached the Bergen area, on the Norwegian west coast and sparse populations existed in Hordaland (ca. 60.7Â°N, 5-7Â°E), N of Bergen in 1995. In the summer of 1996, dense populations were found in a number of bays in Rogaland (ca. 59.2Â°N, 5.5Â°E), N of Stavanger. In 1997 S. muticum was found on the N side of Sognefjord (ca. 61.1Â°N, 05Â°E), indicating a potential to spread even further north. In the early 2000s, it had also established in the inner part of the Oslofjord. Today it occurs from the Swedish border (N59 03, E 11 08) to North of the â€œSognefjordâ€",""
50263,115326,"Texel, Grevelingen, Oosterschelde estuary and at Europoort ; ",""
50263,115328,"Basca, Minho, Algarve, Galicia, Estremadura; ",""
50263,115329,"widespread, e.g. , Bay of Biscay, la Coruna; ",""
50263,115330,"Kattegat, Limfjord, Skagerrack; ",""
50263,115331,"Skagerrack, Limfjord, N Kattegat; ",""
50263,115333,"North Sea;NE Wadden Sea, Helgoland; ",""
53472,115334,Also recorded in SÃ£o Miguel island; ,""
53477,115341,inland; ,""
4832,115344,North Sea and Delta region; ,""
4832,115345,"Bay of Arcachon (ca. 44.7Â°N, 1.1Â°W), SW France; ",""
4832,115346,North Sea; ,""
50271,115364,northern coast and near Lisbon; ,""
50271,115365,"Den Helder, Texel, Oosterschelde, Terschelling, Grevelingen, Oosterschelde estuary, Kanaal door Zuid-Beveland, Kanaal door Walcheren, Calandkanaal, Beerkanaal and adjacent harbour basins near Rotterdam ; ",""
50271,115367,"all through the Limfjord, reached central Limfjord in 1986 and eastern Limfjord in 1991; ",""
50271,115368,"all through the Limfjord, Wadden Sea; ",""
50271,115370,"North Sea;List, Sylt; ",""
53492,115373,"Azores, but Corvo island; ",""
53494,115375,"Guadalquivir Estuary,  Salado river, Guadalete Estuary, San Pedro River (SW Spain); ",""
53495,115376,Baltic Sea; ,""
53495,115377,North Sea; ,""
50276,115380,Ostfold - Trondelag; ,""
50276,115386,"North Sea;all along the coast, in Elbe estuary in poly- and mesohaline zone; ",""
50276,115387,Baltic Sea; ,""
53498,115391,Oslofjord; ,""
53498,115393,North Sea coast; ,""
53498,115394,North Sea;all along the coast; ,""
53498,115395,Baltic Sea; ,""
53499,115396,Oslofjord; ,""
53500,115399,North Sea; ,""
50524,115400,"Goesse Meer, Westkapelse Kreek; ",""
50279,115401,southern Norway; ,""
50567,115404,"Oosterschelde estuary, the entrance of the Westerschelde estuary, Lake Grevelingen, and Goesse Meer; ",""
53504,115408,"Delta area in the SW Netherlands, especially in the Oosterschelde estuary and Lake Grevelingen; also found at Texel in the western Wadden Sea; ",""
53505,115409,inland; ,""
53506,115412,"inland;near Hamburg, Schleswig-Holstein, Hannover, Frankfurt; ",""
50506,115413,Oosterschelde estuary ; ,""
50506,115415,northern estuaries; ,""
50506,115416,"northern Spain, Bay of Biscay, Galicia, la Coruna (possibly towards Portuguise border); ",""
50506,115417,St Malo and Charente Maritime; ,""
53507,115418,inland; ,""
53508,115419,inland; ,""
1116,115421,"inland;Rivers Moselle, Lippe, Erft; ",""
53511,115423,southern Norway; ,""
53512,115424,southern Norway; ,""
50568,115427,inland; ,""
50568,115428,Baltic Sea; ,""
53515,115432,"Vigo area (Ria de Vigo, Rio Verdugo); ",""
53208,114467,North Sea; ,""
50115,114470,Oslofjord; ,""
50115,114471,North Sea; ,""
53211,114474,Ã˜stfold; ,""
53211,114476,RingkÃ¸bing and Nissum Fjords ; ,""
53221,114527,Delta area; ,""
53221,114528,"North Sea;Knechtsand, Wadden Sea; ",""
53223,114538,"Azores, but Corvo island; ",""
50128,114564,"marine, brackish, and sometimes even nearly fresh waters ; ",""
50134,114601,"Westerschelde, Oosterschelde estuary at Yerseke and Wemeldinge ; ",""
53240,114602,Also recorded in Flores island; ,""
53246,114612,Faial and Pico islands; ,""
50561,114619,"Texel, Middelburg, Kanaal door Walcheren, Havenkanaal Goes, harbour Burghsluis, harbour Scharendijke, Springersdiep, seaside Brouwerdam; ",""
53263,114655,North Sea; ,""
53271,114670,"All Azorean islands, but Corvo; ",""
50533,114736,"high salinities in Lake Grevelingen, the Oosterschelde estuary, and the entrance of the Westerschelde estuary; ",""
8738,114779,inland; ,""
53293,114800,Azores; ,""
53320,114892,"Nort Sea, Oosterschelde and Westerschelde eastuaries; ",""
53328,114926,Oslofjord - NordmÃ¶re; ,""
53337,114949,North Sea; ,""
53344,114961,"Schelphoek in the Oosterschelde estuary, mole at Hoek van Holland; ",""
50190,114968,Oslofjord; ,""
53360,115011,North Sea; ,""
53361,115013,inland; ,""
706,115016,inland; ,""
53383,115068,"North Sea;near Sylt and Wangerooge, Jade, Weser estuary; ",""
53383,115069,North Sea; ,""
50564,115083,"Hordaland, Trondheimsfjord; ",""
50564,115084,abundant in Zuiderzee; ,""
50223,115089,most of the coast; ,""
50223,115096,"North Sea;Wadden Sea, in Elbe estuary in poly- and mesohaline zone; ",""
50223,115097,inland; ,""
50223,115098,Baltic Sea; ,""
53393,115099,Osterschelde and Westerschelde; ,""
53396,115114,"Isefjord, Limfjord, possibly other localities; ",""
50228,115123,Oslofjord and along the coast up to Bergen; ,""
53399,115130,"North Sea;all along the coast, including Jade, Elbe and Weser estuaries, Helgoland; ",""
53399,115131,Baltic Sea; ,""
53399,115132,North Sea; ,""
50494,115144,southern Norway; ,""
50565,115151,Ijmuiden; ,""
53423,115209,SE Norway; ,""
53424,115210,SE Norway; ,""
53425,115211,"Also recorded in Flores, Graciosa, Pico, Santa Maria, SÃ£o Miguel and Terceira islands; ",""
53435,115228,North Sea; ,""
53435,115229,Baltic Sea; ,""
53435,115232,"De Normert, near Den Oever, Wieringen, Oude Schild (Texel); ",""
53440,115241,Also recorded for Faial and Pico islands; ,""
53442,115243,inland;Kiel Canal ; ,""
53442,115244,Baltic Sea; ,""
50498,115275,"Oslofjord, Iddefjord; ",""
50307,115291,inland;Kiel Canal; ,""
53464,115307,northern Norway; ,""
53466,115315,"Azores, but Corvo island; ",""
53476,115338,Osterschelde; ,""
53483,115357,Oslofjord; ,""
50276,115381,"widespread and common along North Sea coast, Oosterschelde; ",""
50276,115383,all coasts; ,""
50276,115384,all coasts; ,""
53496,115388,SÃ£o Jorge island; ,""
53510,115422,Faial island; ,""
50568,115425,brackish water of the Dutch Delta ; ,""
53584,115956,Odessa port area;Odessa port area; ,""
53585,115957,"NW Black Sea;NW Black Sea;Belgrade, Novi Sad ",""
53586,115958,NW Black Sea;NW Black Sea; ,""
53587,115959,NW Black Sea;NW Black Sea; ,""
53588,115960,"NW Black Sea;NW Black Sea;Belgrade, Novi Sad ",""
53589,115961,"Odessa Bay;Odessa Bay;Belgrade, Zrenjanin ",""
53590,115962,NW Black Sea;NW Black Sea; ,""
53591,115963,Crimea coast: Sevastopol Bay area;Crimea coast: Sevastopol Bay area; ,""
53592,115964,Crimea coast: Sevastopol Bay area;Crimea coast: Sevastopol Bay area; ,""
53593,115965,Crimea coast: Sevastopol Bay area;Crimea coast: Sevastopol Bay area; ,""
53594,115966,NW Black Sea;NW Black Sea;Novi Sad ,""
53595,115967,"Black Sea, Azov Sea;Black Sea, Azov Sea;Belgrade ",""
53596,115968,Crimea coast: Sevastopol Bay area;Crimea coast: Sevastopol Bay area;Belgrade ,""
53597,115969,Black Sea;Black Sea;Belgrade ,""
53598,115970,Black Sea;Black Sea;Belgrade ,""
53599,115971,"Crimea coast: Karadag area;Crimea coast: Karadag area;Belgrade, Novi Sad ",""
53600,115972,Crimea coast: Karadag area;Crimea coast: Karadag area; ,""
53601,115973,Black Sea;Black Sea; ,""
50266,115974,NW Black Sea;NW Black Sea; ,""
53603,115975,Odessa Bay;Odessa Bay; ,""
53604,115976,Crimea coast: Sevastopol Bay area;Crimea coast: Sevastopol Bay area; ,""
53605,115977,Crimea coast: Sevastopol Bay area;Crimea coast: Sevastopol Bay area; ,""
53606,115978,Sevastopol Bay;Sevastopol Bay; ,""
53607,115979,Sevastopol Bay;Sevastopol Bay; ,""
53608,115980,NW Black Sea;NW Black Sea; ,""
53609,115981,NW Black Sea;NW Black Sea; ,""
53610,115982,Odessa Bay;Odessa Bay; ,""
53611,115983,NW Black Sea;NW Black Sea; ,""
53612,115984,Black Sea;Black Sea; ,""
50498,115985,"Black Sea, Azov Sea;Black Sea, Azov Sea; ",""
53613,115986,Crimea: Sevastopol Bay area;Crimea: Sevastopol Bay area; ,""
53614,115987,Odessa Bay;Odessa Bay; ,""
53615,115988,Odessa Bay;Odessa Bay; ,""
53616,115989,Odessa Bay;Odessa Bay; ,""
53617,115990,Odessa Bay;Odessa Bay; ,""
53618,115991,"Odessa Bay, Sukhoy liman;Odessa Bay, Sukhoy liman; ",""
53619,115992,Odessa Bay;Odessa Bay; ,""
50115,115993,Odessa Bay;Odessa Bay; ,""
53620,115994,NW Black Sea;NW Black Sea; ,""
53621,115995,Odessa Bay;Odessa Bay; ,""
53332,115996,Odessa Bay;Odessa Bay; ,""
53622,115997,Odessa Bay;Odessa Bay; ,""
53623,115998,Odessa Bay;Odessa Bay; ,""
53624,115999,Black Sea;Black Sea; ,""
495,116000,Danube Delta;Danube Delta; ,""
53625,116001,Danube Delta;Danube Delta; ,""
1052,116002,Dnieper river basin;Dnieper river basin; ,""
53626,116003,Sevastopol Bay;Sevastopol Bay; ,""
53627,116004,Sevastopol Bay;Sevastopol Bay; ,""
53628,116005,Sevastopol Bay;Sevastopol Bay; ,""
53629,116006,Sevastopol Bay;Sevastopol Bay; ,""
53630,116007,Open sea near Sevastopol Bay;Open sea near Sevastopol Bay; ,""
53631,116008,Sevastopol Bay;Sevastopol Bay; ,""
53289,116009,Dniepr River;Dniepr River; ,""
50150,116010,Rivers that entering into NWBS;Rivers that entering into NWBS; ,""
53235,116011,NW Black Sea;NW Black Sea; ,""
53633,116012,"Black Sea, Azov Sea;Black Sea, Azov Sea; ",""
53634,116013,Crimean coastal waters;Crimean coastal waters; ,""
53635,116014,Crimean coastal waters;Crimean coastal waters; ,""
53636,116015,Crimean coastal waters;Crimean coastal waters; ,""
53637,116016,Sukhoj Liman;Sukhoj Liman; ,""
53390,116017,"Black Sea, Azov Sea;Black Sea, Azov Sea; ",""
53638,116018,"Black Sea, Azov Sea;Black Sea, Azov Sea; ",""
53640,116020,Crimea: Sevastopol area;Crimea: Sevastopol area; ,""
53641,116021,Crimea: Sevastopol area;Crimea: Sevastopol area; ,""
53348,116022,Dnieper reservoirs;Dnieper reservoirs; ,""
53642,116023,Dnieper reservoirs;Dnieper reservoirs; ,""
53643,116024,NW Black Sea;NW Black Sea; ,""
53644,116025,Crimea coastal zone;Crimea coastal zone; ,""
50180,116026,NW Black Sea;NW Black Sea; ,""
53645,116027,NW Black Sea;NW Black Sea; ,""
53646,116028,Ingulets River basin;Ingulets River basin; ,""
53647,116029,Crimea: Evpatorya coastal area;Crimea: Evpatorya coastal area; ,""
53648,116030,Crimea coast near Sevastopol;Crimea coast near Sevastopol; ,""
53649,116031,Sevastopol Bay;Sevastopol Bay; ,""
53650,116032,NW Black Sea;NW Black Sea; ,""
53651,116033,Crimea;Crimea; ,""
53652,116034,Severskij Donets - Donbass Canal;Severskij Donets - Donbass Canal; ,""
53653,116035,Dniepr reservoirs;Dniepr reservoirs; ,""
53654,116036,Dnieper river basin;Dnieper river basin; ,""
53655,116037,Upper Dnieper reservoirs;Upper Dnieper reservoirs; ,""
53656,116038,Upper Dnieper reservoirs;Upper Dnieper reservoirs; ,""
53657,116039,Upper Dnieper reservoirs;Upper Dnieper reservoirs; ,""
53658,116040,Dnieper reservoirs;Dnieper reservoirs; ,""
53659,116041,Crimea;Crimea; ,""
53660,116042,Crimea;Crimea; ,""
53258,116043,Dniepr reservoirs;Dniepr reservoirs; ,""
53661,116044,Dniepr reservoirs;Dniepr reservoirs; ,""
53662,116045,Dniepr reservoirs;Dniepr reservoirs; ,""
53663,116046,Dniepr reservoirs;Dniepr reservoirs; ,""
53664,116047,Dniepr reservoirs;Dniepr reservoirs; ,""
53665,116048,Dnieper reservoirs;Dnieper reservoirs; ,""
53666,116049,Kakhovka reservoir;Kakhovka reservoir; ,""
53667,116050,Crimea;Crimea; ,""
53668,116051,Dniepr reservoirs;Dniepr reservoirs; ,""
53669,116052,Dniepr reservoirs;Dniepr reservoirs; ,""
53670,116053,Dniepr reservoirs;Dniepr reservoirs; ,""
50527,116054,"South-eastern Crimea: Karadag, Sevastopol Bay;South-eastern Crimea: Karadag, Sevastopol Bay; ",""
53671,116055,NW Black Sea: Zmeiny Island area;NW Black Sea: Zmeiny Island area; ,""
53672,116056,Crimea: Sevastopol Bay area;Crimea: Sevastopol Bay area; ,""
53673,116057,Crimea coastal zone;Crimea coastal zone; ,""
53674,116058,NW Black Sea: Zmeiny Island area;NW Black Sea: Zmeiny Island area; ,""
53675,116059,Crimea: Sevastopol Bay area;Crimea: Sevastopol Bay area; ,""
53676,116060,Crimea: Sevastopol Bay area;Crimea: Sevastopol Bay area; ,""
53677,116061,Crimea: Sevastopol Bay area;Crimea: Sevastopol Bay area; ,""
53678,116062,Yalta coastal zone area;Yalta coastal zone area; ,""
53679,116063,Yalta coastal zone area;Yalta coastal zone area; ,""
53680,116064,Yalta coastal zone area;Yalta coastal zone area; ,""
53681,116065,Yalta coastal zone area;Yalta coastal zone area; ,""
53682,116066,Dnieper reservoirs;Dnieper reservoirs; ,""
53683,116067,Dnieper reservoirs;Dnieper reservoirs; ,""
53684,116068,Dniepr reservoirs;Dniepr reservoirs; ,""
53685,116069,Dniepr reservoirs;Dniepr reservoirs; ,""
53686,116070,Dniepr reservoirs;Dniepr reservoirs; ,""
53687,116071,Kakhovka reservoir;Kakhovka reservoir; ,""
53688,116072,Crimea coastal zone;Crimea coastal zone; ,""
50128,116073,"Black Sea, Azov Sea;Black Sea, Azov Sea; ",""
53229,116074,Black Sea;Black Sea; ,""
50127,116075,NW Black Sea;NW Black Sea; ,""
53689,116076,Seim River;Seim River; ,""
