idspecies,CN_name,CN_language,CN_sourceid
"8561","šťovík alpský","Czech",
"8568","Gewöhnlicher Schön-Ampfer","German",
"8568","Schöner Ampfer","German",
"8568","Spreizender Schön-Ampfer","German",
"8574","šťovík trojmozolný","Czech",
"8574","Tribriaunė rūgštynė","Lithuanian",
"8574","vītollapu sk","Latvian",
"8574","Weidenblatt-Ampfer","German",
"8574","Willow-leaved Dock","English",
"8587","Oseille à valves triangulaires","French",
"8589","French Sorrel","English",
"8589","római sóska","Hungarian",
"8589","šťovík štítnatý","Czech",
"8595","idaoblikas","Estonian",
"8595","šaurlapu sk","Latvian",
"8595","Schmalblättriger Ampfer","German",
"8607","trávni","Czech",
"8618","Cératostigma","French",
"8618","Ceratostigma falsa piombaggine","Italian",
"8618","tarackoló kékgyökér","Hungarian",
"8620","tatár sóvirág","Hungarian",
"8623","ajocagripaus","Spanish",
"8623","Grand Statice","French",
"8623","salado","Spanish",
"8623","verdolaga seca","Spanish",
"8624","Florist's Sea-lavender","English",
"8627","Rottingdean Sea-lavender","English",
"8630","Geflügelter Strandflieder","German",
"8630","Limonium à feuilles sinuées","French",
"8630","Saladelle à feuilles sinuées","French",
"8630","Statice sinué","French",
"8634","bela-emília","Portuguese",
"8634","Gelsomino azzurro","Italian",
"8634","jasmineiro-azul","Portuguese",
"8634","plumbago-azul","Portuguese",
"8636","Indian Pokeweed","English",
"8642"," a. karmazsinbogyó","Hungarian",
"8642","agriostafida","Greek",
"8642","American pokeweed","English",
"8642","amerikai alkörmös","Hungarian",
"8642","Amerikanische Kermesbeere","German",
"8642","arbre de tinta","Spanish",
"8642","baga-moira","Spanish",
"8642","belladona borda","Spanish",
"8642","Carmaz","Romanian",
"8642","Cremesina uva turca","Italian",
"8642","Cremesina Uva-Turca","Italian",
"8642","erva-dos-cachos-da-india","Portuguese",
"8642","escopetes","Spanish",
"8642","espinacas de America","Spanish",
"8642","fitolaca","Portuguese",
"8642","fitolaca","Spanish",
"8642","grana encarnada","Spanish",
"8642","hierba carmín","Spanish",
"8642","hierba de la oblea","Spanish",
"8642","lí","Czech",
"8642","Phytolaca americanit","Hebrew (western characters)",
"8642","Pokeberry","English",
"8642","raim de guilla","Spanish",
"8642","raim de l´escopeta","Spanish",
"8642","raim de moro","Spanish",
"8642","raim de Sant Salvi","Spanish",
"8642","Raisin d'Amérique","French",
"8642","Raisin d’Amérique","French",
"8642","rem de moro","Spanish",
"8642","Russett","Maltese",
"8642","Teinturier","French",
"8642","tinta","Spanish",
"8642","tintilla","Spanish",
"8642","tintureira","Portuguese",
"8642","uva-da-america","Portuguese",
"8642","uva-dos-passarinhos","Portuguese",
"8642","uva-dos-tintureiros","Portuguese",
"8642","uvas de América","Spanish",
"8642","uvas de Indias","Spanish",
"8642","vinagreira","Portuguese",
"8642","Westerse karmozijnbes","Dutch",
"8642","פיטולקה ","Hebrew (Hebrew characters)",
"8650","Belombra","French",
"8650","Raisinier dioïque","French",
"8652"," k. karmazsinbogyó","Hungarian",
"8652","Asiatische Kermesbeere","German",
"8652","kínai alkörmös","Hungarian",
"8652","lí","Czech",
"8652","Oosterse karmozijnbes","Dutch",
"8652","Raisinier","French",
"8660","Chinese Pokeweed","English",
"8667","Boeravia","Italian",
"8668","Bougainvillée","French",
"8673","arrebique","Portuguese",
"8673","arrebolera","Spanish",
"8673","bella de noche","Spanish",
"8673","Bella di notte comune","Italian",
"8673","Belle-de-nuit","French",
"8673","boas-noites","Portuguese",
"8673","boas-noites","Spanish",
"8673","buenas noches","Spanish",
"8673","deilino","Greek",
"8673","don diego","Spanish",
"8673","don pedro","Spanish",
"8673","dondiego","Spanish",
"8673","dondiego de noche","Spanish",
"8673","donjuán de noche","Spanish",
"8673","eucalipto azul","Spanish",
"8673","falsa jalapa","Spanish",
"8673","flor de nit","Spanish",
"8673","flor de panamá","Spanish",
"8673","hierba triste","Spanish",
"8673","Hummejr","Maltese",
"8673","jalapa","Spanish",
"8673","jalapa-bastarda","Portuguese",
"8673","llampedro","Spanish",
"8673","maravilhas-do-peru","Portuguese",
"8673","maravilla de noche","Spanish",
"8673","maravilla de Perú","Spanish",
"8673","meravella de nit","Spanish",
"8673","Merveille du Pérou","French",
"8673","mirabajà","Spanish",
"8673","nagy csodatölcsér","Hungarian",
"8673","nocenka zahradní","Czech",
"8673","periquitos","Spanish",
"8673","sanpedros","Spanish",
"8673","suspiros","Portuguese",
"8673","trompetilla","Spanish",
"8673","tumba vaquero ","Spanish",
"8673","Wunderblume","German",
"8676","Bella di notte longiflora","Italian",
"8679","Allionia comune","Italian",
"8679","Kiślina nocnicowata","Polish",
"8679","kisvirágú csodatölcsér","Hungarian",
"8679","listenatka nocenkovitá","Czech",
"8679","Patamsinis naktišius","Lithuanian",
"8679","Regenschirmkraut","German",
"8686","Mollugo cerviana","Italian",
"8687","csillagszegfűfaj","Hungarian",
"8687","Mollugo verticillata","Italian",
"8690","Aldrovanda à vessies","French",
"8690","Aldrovande à vessies","French",
"8690","Aldrovandie","French",
"8690","Aldrovandie à vessies","French",
"8692","haruline linalehik","Estonian",
"8692","tīruma linlape","Latvian",
"8696","siberi linalehik","Estonian",
"8697","aeonium","Spanish",
"8697","ensaião","Portuguese",
"8697","rosa verde","Spanish",
"8697","saião","Portuguese",
"8697","saiao","Spanish",
"8703","Aeonium","English",
"8707","Aeonium","French",
"8735","Scilly Pigmyweed","English",
"8738","Nadelkraut","German",
"8738","New Zealand pigmyweed","English",
"8738","Watercrassula","Dutch",
"8747","crásula de hoja de licopodio","Spanish",
"8748","crásula","Spanish",
"8777","atvašu saulrietenis","Latvian",
"8779","Allionis Fransen-Hauswurz","German",
"8795","calancói","Portuguese",
"8795","folhas-da-fortuna","Portuguese",
"8795","folhas-da-fortuna","Spanish",
"8795","folhas-da-vida","Portuguese",
"8795","folhas-da-vida","Spanish",
"8800","Calancola","Italian",
"8808","Orpin âcre","French",
"8808","Poivre de muraille","French",
"8808","Vermiculaire","French",
"8809","Deckblatt-Fetthenne","German",
"8809","rozchodník vždyživý","Czech",
"8815","baltais laimiņš","Latvian",
"8815","Baltasis šilokas","Lithuanian",
"8815","Rozchodnik biały","Polish",
"8815","White Stonecrop","English",
"8817","Love-restoring Stonecrop","English",
"8821","rozchodník ro","Czech",
"8822","rozchodník bledožlutý","Czech",
"8827","Rispen-Fetthenne","German",
"8828","Lesser Mexican-stonecrop","English",
"8830","Thick-leaved Stonecrop","English",
"8833","rozchodník Ewersův","Czech",
"8843","Ispaninis šilokas","Lithuanian",
"8843","Orpin d'Espagne","French",
"8843","rozchodník španělský","Czech",
"8843","Spanische Fetthenne","German",
"8843","Spanish Stonecrop","English",
"8846","Mišrusis šilokas","Lithuanian",
"8846","rozchodník zvrhlý","Czech",
"8846","Sibirische Fetthenne","German",
"8853","Kamchatka Stonecrop","English",
"8858","Hokkaido-varjúháj","Hungarian",
"8858","Orpin","French",
"8860","Least Stonecrop","English",
"8862","Orpin du Mexique","French",
"8865","Berg-Mauerpfeffer","German",
"8865","Fetthenne","German",
"8867","Orpin à plusieurs tiges","French",
"8868","Blassgelbe Fetthenne","German",
"8871","Blyškusis šilokas","Lithuanian",
"8873","ensaião-gigante","Portuguese",
"8873","ensaiao-gigante","Spanish",
"8873","Orpin","French",
"8873","patinha-de-galinha","Portuguese",
"8877","kalju-kukehari","Estonian",
"8877","kövi varjúháj","Hungarian",
"8877","Lenktalapis šilokas","Lithuanian",
"8877","Reflexed Stonecrop","English",
"8877","rozchodník skalný","Czech",
"8885","rozchodník suchomilný přímý","Czech",
"8889","Ausläufer-Fetthenne","German",
"8889","indás varjúháj","Hungarian",
"8889","rozchodník šlahounovitý","Czech",
"8889","Sedo sarmentoso","Italian",
"8892","Orpin de Nice","French",
"8892","Orpin élevé","French",
"8892","Pale Stonecrop","English",
"8896","maigais laimiņš ","Latvian",
"8896","Tasteless Stonecrop","English",
"8899","Siebold-Fetthenne","German",
"8899","Zyboldo vilkpupė","Lithuanian",
"8902","Colorado Stonecrop","English",
"8904","Butterfly Stonecrop","English",
"8904","Orpin","French",
"8904","pompás varjúháj","Hungarian",
"8904","Puošnioji vilkpupė","Lithuanian",
"8904","rozchodník nádherný","Czech",
"8904","Schöne Fetthenne","German",
"8912","Borracina caucasica","Italian",
"8912","Caucasian-stonecrop","English",
"8912","Fetthenne","German",
"8912","Kaukasus-Fetthenne","German",
"8912","Kaukasus-Fettkraut","German",
"8912","Kaukazinis šilokas","Lithuanian",
"8912","kaukázusi varjúháj","Hungarian",
"8912","Orpin bâtard","French",
"8912","roomav kukrhari","Estonian",
"8912","Rozchodnik kaukaski","Polish",
"8912","rozchodník pochybný","Czech",
"8912","Roze vetkruid","Dutch",
"8912","Sedo del Caucaso","Italian",
"8929","Atžalinis šilokas","Lithuanian",
"8929","Lesser Caucasian-stonecrop","English",
"8929","Orpin","French",
"8935","Grand Orpin","French",
"8935","Grand Sédum","French",
"8944","Bärtige Hauswurz","German",
"8946","Cobweb House-leek","English",
"8948","Funcks Hauswurz","German",
"8952","House-leek","English",
"8952","Joubarbe des toits","French",
"8952","netřesk střešní","Czech",
"8952","saião-curto","Portuguese",
"8952","sempre-vivas","Portuguese",
"8952","sempre-vivas-dos-telhados","Portuguese",
"8974","False-buck's-beard","English",
"8974","Japanische Prachtspiere","German",
"8981","Bergenia","French",
"8981","Herzblatt-Bergenie","German",
"8984","Bergenia","French",
"8984","Bergenie","German",
"8984","bergenie tu","Czech",
"8984","chá-da-sibéria","Portuguese",
"8984","Dicke Bergenie","German",
"8984","Elephant-ears","English",
"8984","Storalapė bergenija","Lithuanian",
"8989","Indian-rhubarb","English",
"8995","heuchera krvavá","Czech",
"8997","Coralbells","English",
"8997","Purpurglöckchen","German",
"9000","Rodgersia","English",
"9002","Arends-Steinbrech-Hybriden","German",
"9006","Porzellanblümchen","German",
"9006","Schatten-Steinbrech","German",
"9015","False Londonpride","English",
"9017","Londonpride","English",
"9017","Mišrioji uolaskėlė","Lithuanian",
"9023","Lesser Londonpride","English",
"9023","lomikámen klínolistý","Czech",
"9025","Celandine Saxifrage","English",
"9025","lomikámen východní","Czech",
"9025","Zymbelkraut-Steinbrech","German",
"9029","Kidney Saxifrage","English",
"9029","Rauhaar-Steinbrech","German",
"9032","lomikámen Hostův","Czech",
"9032","Saxifrage","French",
"9035","Astmoos-Steinbrech","German",
"9035","lomikámen rokytový","Czech",
"9038","Livelong Saxifrage","English",
"9040","Rausvoji uolaskėlė","Lithuanian",
"9043","lomikámen okrouhlolistý","Czech",
"9043","Round-leaved Saxifrage","English",
"9045","St Patrick's-cabbage","English",
"9046","Ausläufer-Steinbrech","German",
"9046","indás kőtörőfű","Hungarian",
"9046","Strawberry Saxifrage","English",
"9053","Pyrenean Saxifrage","English",
"9053","Sassifraga ombrosa","Italian",
"9053","Schatten-Steinbrech","German",
"9056","Falsche Alraunenwurzel","German",
"9056","Fringecups","English",
"9071","Širdžialapė tiarėlė","Lithuanian",
"9072","Pick-a-back-plant","English",
"9077","Escallonia","English",
"9084","Alpenbes","Dutch",
"9086","arany ribiszke","Hungarian",
"9086","Auksuotasis serbentas","Lithuanian",
"9086","Gold-Johannisbeere","German",
"9086","Groseillier","French",
"9086","meruzalka zlatá","Czech",
"9086","ríbezla zlatá","Czech",
"9094","Black Currant","English",
"9094","Cassissier","French",
"9094","Groseillier noir","French",
"9094","meln","Latvian",
"9094","ríbezla ","Czech",
"9094","Schwarz-Ribisel","German",
"9099","Buffalo Currant","English",
"9099","meruzalka vonná","Czech",
"9110","Frenkuzumu","Turkish",
"9110","Groseillier à grappes","French",
"9110","Groseillier rouge","French",
"9110","kerti ribiszke","Hungarian",
"9110","Porzeczka zwyczajna ","Polish",
"9110","punane sõstar","Estonian",
"9110","Raudonasis serbentas","Lithuanian",
"9110","Ribes rosso","Italian",
"9110","ríbezla ","Czech",
"9110","Rot-Ribisel","German",
"9110","rybíz ","Czech",
"9110","sarkan","Latvian",
"9130","Blut-Johannisbeere","German",
"9130","Cassis-fleur","French",
"9130","Flowering Currant","English",
"9130","Groseillier sanguin","French",
"9130","ríbezla krvavá","Czech",
"9132","Ähren-Ribisel","German",
"9132","pelyhes ribiszke","Hungarian",
"9132","ríbezla klasnatá","Czech",
"9132","rybíz klasnatý","Czech",
"9140","aed-karusmari","Estonian",
"9140","Gooseberry","English",
"9140","kerti egres","Hungarian",
"9140","Paprastasis agrastas","Lithuanian",
"9140","parast","Latvian",
"9151","Brasilien-Tausendblatt","German",
"9151","milefólio-aquático","Portuguese",
"9151","Myriophylle aquatique","French",
"9151","Parrot's feather","English",
"9151","Parrot's-feather","English",
"9151","pinheirinha-de-água","Portuguese",
"9161","Verschiedenblättriges Tausendblatt","German",
"9163","Hamamélis mou","French",
"9164","Copalme d'Amérique","French",
"9164","Liquidambar","French",
"9166","Korallen-Pfingstrose","German",
"9166","Peony","English",
"9169","Garden Peony","English",
"9169","Garten-Pfingstrose","German",
"9169","pivoňka lékařská","Czech",
"9169","Stauden-Pfingstrose","German",
"9176","balst","Latvian",
"9176","False Virginia-creeper","English",
"9176","Fünfblättriger Wilder Wein","German",
"9176","Gewöhnliche Jungfernrebe","German",
"9176","közönséges vadszőlő","Hungarian",
"9176","loubinec popínavý","Czech",
"9176","Valse wingerd","Dutch",
"9176","Vigne-vierge commune","French",
"9176","Vite del Canadà","Italian",
"9176","Winobluszcz zaroślowy","Polish",
"9197","Fuenffingerige Jungfernrebe","German",
"9197","harilik metsviinapuu","Estonian",
"9197","loubinec pětilistý","Czech",
"9197","pavini","Czech",
"9197","Penkiaskiautis vynvytis","Lithuanian",
"9197","pieclapiņu mežvīns","Latvian",
"9197","tapadó vadszőlő","Hungarian",
"9197","trepadeira-da-vírginia","Portuguese",
"9197","Vigne-vierge","French",
"9197","Vigne-vierge à cinq folioles","French",
"9197","vinha-virgem-da-víginia","Portuguese",
"9197","Virginia-creeper","English",
"9197","Wilder Wein","German",
"9211","Boston-ivy","English",
"9211","Dreispitzige Jungfernrebe","German",
"9211","japán vadszőlő","Hungarian",
"9211","pavini","Czech",
"9211","Vigne-vierge à trois pointes","French",
"9211","Vite vergine del Giappone","Italian",
"9227","Nördliche Fuchs-Rebe","German",
"9227","rókaszőlő","Hungarian",
"9227","Vigne américaine","French",
"9227","Vigne des chats","French",
"9227","Vigne-framboisier","French",
"9227","Vite americana","Italian",
"9233","sziklai szőlő","Hungarian",
"9233","Vigne des rochers","French",
"9234","Europaeische Weinrebe","German",
"9234","Grape-vine","English",
"9234","Tikrasis vynmedis","Lithuanian",
"9234","Wald-Rebe","German",
"9240","Dielja","Maltese",
"9240","Edle Weinrebe","German",
"9240","parreira","Portuguese",
"9240","réva vinná pravá","Czech",
"9240","videira","Portuguese",
"9240","videira-europeia","Portuguese",
"9240","Vigne","French",
"9240","Vigne cultivée","French",
"9240","vini","Czech",
"9240","Winorośl właściwa","Polish",
"9247","parti szőlő","Hungarian",
"9247","réva pobřežní","Czech",
"9247","Ufer-Rebe","German",
"9247","Vigne","French",
"9247","vini","Czech",
"9254","Bladdernut","English",
"9256","Bec-de-grue poilu","French",
"9256","Érodium poilu","French",
"9257","Bec-de-grue à feuilles d'Aulne","French",
"9257","Érodium à feuilles d'Aulne","French",
"9259","Mediterranean Stork's-bill","English",
"9259","pumpava zobanitá","Czech",
"9265","Hairy-pitted Stork's-bill","English",
"9269","Three-lobed Stork's-bill","English",
"9271","st","Latvian",
"9271","Storchen-Reiherschnabel","German",
"9275","pumpava obecná (rozpuková)","Czech",
"9283","Eastern Stork's-bill","English",
"9286","Western Stork's-bill","English",
"9296","Becco di grù (nome genere)","Italian",
"9297","pumpava jeřábí","Czech",
"9300","sarmatain","Latvian",
"9307","bocianik slezolistý","Czech",
"9307","Herzblatt-Reiherschnabel","German",
"9316","Garden Stork's-bill","English",
"9318","Moschus-Reiherschnabel","German",
"9318","Musk Stork's-bill","English",
"9318","pézsmagémorr","Hungarian",
"9318","pumpava pižmová","Czech",
"9327","pumpava malokvětá","Czech",
"9348","Druce's Crane's-bill","English",
"9348","Géranium","French",
"9353","Bodziszek czeski","Polish",
"9353","Boheminis snaputis","Lithuanian",
"9353","Böhmischer Storchschnabel","German",
"9359","kakost holubi","Czech",
"9359","Stein-Storchschnabel","German",
"9359","Tauben-Storchschnabel","German",
"9361","Cut-leaved Crane's-bill","English",
"9361","kakost dlanitose","Czech",
"9361","Karpytasis snaputis","Lithuanian",
"9361","lõhislehine kurereha","Estonian",
"9361","pakost prstnato strihaný","Czech",
"9361","Schlitzblättriger Storchschnabel","German",
"9364","Bodziszek rozłożysty","Polish",
"9364","harev kurereha","Estonian",
"9364","plaš","Latvian",
"9364","Spreizender Storchschnabel","German",
"9365","Endress-Storchschnabel","German",
"9365","French Crane's-bill","English",
"9368","Himalayan Crane's-bill","English",
"9370","Caucasian Crane's-bill","English",
"9370","kakost gruzínský","Czech",
"9372","Glanzige ooievaarsbek","Dutch",
"9373","Felsen-Storchschnabel","German",
"9373","illatos gólyaorr","Hungarian",
"9373","kakost oddenkatý","Czech",
"9373","Rock Crane's-bill","English",
"9377","Giant Herb-Robert","English",
"9379","kakost měkký","Czech",
"9379","Weicher Storchschnabel","German",
"9387","Knotiger Storchschnabel","German",
"9387","Knotted Crane's-bill","English",
"9389","Brauner Storchschnabel","German",
"9389","Donkere ooievaarsbek","Dutch",
"9389","Dusky Crane's-bill","English",
"9389","tumšbrūn","Latvian",
"9392","Breitkronblättriger Storchschnabel","German",
"9392","Géranium","French",
"9397","Armenian Crane's-bill","English",
"9399","Klein robertskruid","Dutch",
"9399","Purpur-Storchschnabel","German",
"9399","Purpurner Stink-Storchschnabel","German",
"9401","kakost mali","Czech",
"9401","Kleiner Storchschnabel","German",
"9405","Bermooievaarsbek","Dutch",
"9405","Bodziszek pirenejski","Polish",
"9405","Hedgerow Crane's-bill","English",
"9405","kakost pyrenejský","Czech",
"9405","pakost pyrenejský","Czech",
"9405","Pireneju gandrene","Latvian",
"9405","pireneusi gólyaorr","Hungarian",
"9405","Pirėninis snaputis","Lithuanian",
"9405","pürenee kuhereha","Estonian",
"9405","Pyrenaeen-Storchschnabel","German",
"9405","Pyrenäen-Storchschnabel","German",
"9412","Zurückgebogener Storchschnabel","German",
"9413","apaļlapu gandrene ","Latvian",
"9413","kakost okrouhlolistý","Czech",
"9413","Rundblättriger Storchschnabel","German",
"9413","ümaralehine kurereha","Estonian",
"9415","Greater Herb-Robert","English",
"9418"," Sibīrijas gandrene ","Latvian",
"9418","Bodziszek syberyjski","Polish",
"9418","Geranio di Siberia","Italian",
"9418","kakost sibiřský","Czech",
"9418","pakost sibírsky","Czech",
"9418","siberi kuhereha","Estonian",
"9418","Sibīrijas gandrene","Latvian",
"9418","Sibirinis snaputis","Lithuanian",
"9418","Sibirischer Storchschnabel","German",
"9418","szibériai gólyaorr","Hungarian",
"9421","Géranium","French",
"9426","Géranium bigarré","French",
"9426","Géranium strié","French",
"9426","kakost různobarvý","Czech",
"9426","Pencilled Crane's-bill","English",
"9430","Short-fruited Dysentery-herb","English",
"9438","malvarrosa","Spanish",
"9438","sardinheiras","Portuguese",
"9443","sardinheiras","Portuguese",
"9444","sardinheiras","Spanish",
"9445","Géranium","French",
"9448","gerani","Greek",
"9455","sardinheiras","Portuguese",
"9457","Peppermint-scented Geranium","English",
"9460","Geranio zonale","Italian",
"9460","Géranium à feuilles zonées","French",
"9470","Ammania a fiori peduncolati","Italian",
"9471","Ammania arrossata","Italian",
"9471","Ammannia écarlate","French",
"9471","carapau","Portuguese",
"9471","erva-peixe","Portuguese",
"9471","manjerico","Portuguese",
"9479","Köcherblümchen","German",
"9492","Grass-poly","English",
"9492","Kleine kattenstaart","Dutch",
"9492","Siauralapė raudoklė","Lithuanian",
"9497","Binsen-Blutweiderich","German",
"9497","False Grass-poly","English",
"9513","Lythrum effilé","French",
"9513","Salicaire à feuilles effilées","French",
"9518","Rotala asiatica","Italian",
"9519","Rotala minore","Italian",
"9520","Rotala comune","Italian",
"9524","hínárfüzény","Hungarian",
"9525","Rotala americana","Italian",
"9526","aranha","Spanish",
"9530","Ewkaliptus","Maltese",
"9532","Ecaliptus ha'makor","Hebrew (western characters)",
"9532","efkalyptos","Greek",
"9532","eucaipto-de-opérculo-rostrado","Portuguese",
"9532","Eucalipto","Italian",
"9532","eucalipto","Spanish",
"9532","eucalipto colorado","Spanish",
"9532","eucalipto rojo","Spanish",
"9532","Gommier de Camaldoli","French",
"9532","Gommier des rivières","French",
"9532","hoja de terciopelo","Spanish",
"9539","calitro","Spanish",
"9539","eucalipto","Portuguese",
"9539","eucalipto","Spanish",
"9539","eucalipto azul","Spanish",
"9539","eucalipto blanco","Spanish",
"9539","eucalipto rojo","Spanish",
"9539","Eucalyptus commun","French",
"9539","Gommier bleu","French",
"9539","Southern Blue-gum","English",
"9541","eucalipto-comum","Portuguese",
"9541","gomeiro-azul","Portuguese",
"9544","eucalipto","Portuguese",
"9551","Cider Gum","English",
"9551","eucalipto","Portuguese",
"9554","Johnston's Gum","English",
"9556","White Peppermint-gum","English",
"9559","eucalipto-de-folhas-largas","Portuguese",
"9559","eucalipto-robusto","Portuguese",
"9559","Eucalyptus des marais","French",
"9559","mogno-branco","Portuguese",
"9562","eucalipto","Portuguese",
"9570","Woolly Tea-tree","English",
"9572","Broom Tea-tree","English",
"9572","urze-de-jardim","Spanish",
"9577","Chilean Myrtle","English",
"9586","goiabeira","Spanish",
"9586","guayaba","Spanish",
"9586","guayabo","Spanish",
"9586","guayabo común","Spanish",
"9587","araçá-amarelo","Spanish",
"9589","jambo-rosa","Spanish",
"9599","Godetia","English",
"9599","Godetie","German",
"9603","Zierliche Clarkie","German",
"9608","Clarkia","English",
"9608","Mandelröschen","German",
"9671","Épilobe d'automne","French",
"9671","Kurzfrüchtiges Weidenröschen","German",
"9674","New Zealand Willowherb","English",
"9681","American Willowherb","English",
"9681","Amerikanisches Weidenröschen","German",
"9681","Beklierde basterdwederik","Dutch",
"9681","Bewimpertes Weidenröschen","German",
"9681","Drüsiges Weidenröschen","German",
"9681","Épilobe cilié","French",
"9681","Epilobio cigliato","Italian",
"9681","Fringed willowherb","English",
"9681","Garofanino ciliato","Italian",
"9681","jövevény füzike","Hungarian",
"9681","punakas pajulill","Estonian",
"9681","vrbovka žláznatá","Czech",
"9681","vrbovka žliaznatá","Czech",
"9681","Wierzbownica gruczołowata","Polish",
"9689","vrbovka rozmarýnolistá","Czech",
"9699","Bronzy Willowherb","English",
"9699","vrbovka trsnatá","Czech",
"9716","Rockery Willowherb","English",
"9727","dziedzerstubl","Latvian",
"9727","Laukuotastiebė ožkarožė","Lithuanian",
"9743","brincos","Portuguese",
"9743","brincos-de-princesa","Portuguese",
"9743","Fuchsia","English",
"9743","mimos","Portuguese",
"9747","Prachtkerze","German",
"9751","Lopezie","German",
"9753","változékony hajnalpír","Hungarian",
"9754","tóalmafaj","Hungarian",
"9756","Jussie","French",
"9756","Jussie à grandes fleurs","French",
"9756","Largeflower primrose-willow","English",
"9756","Ludwigie","German",
"9756","Ludwigie à grandes fleurs","French",
"9756","Water primrose","English",
"9756","Waterteunisbloem","Dutch",
"9766","Jussie","French",
"9770","pirosfonákú tóalma","Hungarian",
"9770","Schwimm-Heusenkraut","German",
"9774","Evening-primroses","English",
"9776","pupalka ostrolistá","Czech",
"9776","Spitzblättrige Nachtkerze","German",
"9776","Wiesiołek ostrolistny","Polish",
"9784","Brauns Nachtkerze","German",
"9784","Wiesiołek zgiętoosiowy","Polish",
"9794","Nagelförmige Nachtkerze","German",
"9796","Onagre","French",
"9797","erva-dos-burros","Portuguese",
"9797","Gefärbte Nachtkerze","German",
"9797","onagra","Portuguese",
"9797","Onagre trompeuse","French",
"9797","pupalka klamlivá","Czech",
"9797","pupalka klamná","Czech",
"9797","Täuschende Nachtkerze","German",
"9797","Trug-Nachtkerze","German",
"9797","Wiesiołek mylący","Polish",
"9797","zécora","Portuguese",
"9815","Hein-Nachtkerze","German",
"9818","Enagra ","Italian",
"9818","Oehlkers' Nachtkerze","German",
"9818","Onagre d'Oehlkers","French",
"9818","pupalka Oehlkersova","Czech",
"9826","Wiesiołek fałszywy","Polish",
"9827","Feinpunktierte Nachtkerze","German",
"9827","Wiesiołek punktowany","Polish",
"9832","Danziger Nachtkerze","German",
"9832","Hoelscher-ligetszépe","Hungarian",
"9832","Hoelscher-Nachtkerze","German",
"9832","Hölscher-Nachtkerze","German",
"9832","pupalka Hoelscherova","Czech",
"9832","pupalka Hölscherova","Czech",
"9832","Wien-Nachtkerze","German",
"9832","Wiesiołek Hoelschera","Polish",
"9832","Wiesiołek Wiena","Polish",
"9850","Onagre","French",
"9850","pupalka pískomilná","Czech",
"9850","Sand-Nachtkerze","German",
"9850","Smėlinė nakviša","Lithuanian",
"9850","Wiesiołek wydmowy","Polish",
"9852","Common Evening-primrose","English",
"9852","divgadīg","Latvian",
"9852","Dvimetė nakviša","Lithuanian",
"9852","Enagra commune","Italian",
"9852","enotera","Spanish",
"9852","Evening primose","English",
"9852","Gewöhnliche Nachtkerze","German",
"9852","hierba del asno","Spanish",
"9852","hierba del vino","Spanish",
"9852","Hochwüchsige Nachtkerze","German",
"9852","kaheaastane kuningakepp","Estonian",
"9852","maravilla de Perú","Spanish",
"9852","Middelste teunisbloem","Dutch",
"9852","Ner-ha'layla ha'du-shnati","Hebrew (western characters)",
"9852","onagra","Spanish",
"9852","Onagre bisannuelle","French",
"9852","parlagi ligetszépe","Hungarian",
"9852","pupalka dvouletá","Czech",
"9852","Zweijaehrige Nachtkerze","German",
"9852","Zweijährige Nachtkerze","German",
"9852","נר הלילה הדו שנתי","Hebrew (Hebrew characters)",
"9864","Kurzährige Nachtkerze","German",
"9865","Small-flowered Evening-primrose","English",
"9870","Graugrüne Nachtkerze","German",
"9870","Onagre de Renner","French",
"9870","pupalka šedozelená","Czech",
"9870","Rennera naktssvece","Latvian",
"9870","Wiesiołek Rennera","Polish",
"9880","Kärntner Nachtkerze","German",
"9882","Dichtblütige Nachtkerze","German",
"9883","Kronen-Nachtkerze","German",
"9886","Kreuz-Nachtkerze","German",
"9886","Kreuzblütige Nachtkerze","German",
"9886","Onagre à fleurs en croix","French",
"9886","Wiesiołek krzyżowy","Polish",
"9889","Abgebogene Nachtkerze","German",
"9889","Leipziger Nachtkerze","German",
"9889","Onagre","French",
"9893","Drawert-Nachtkerze","German",
"9894","Ner-ha'layla ha'hofi","Hebrew (western characters)",
"9894","נר הלילה החופי","Hebrew (Hebrew characters)",
"9897","Ersteiner Nachtkerze","German",
"9897","Onagre","French",
"9907","pupalka sivá","Czech",
"9909","Achtrotstreifige Nachtkerze","German",
"9909","Dunkelblättrige Nachtkerze","German",
"9909","Enagra di Glaziou","Italian",
"9909","enotera","Spanish",
"9909","Fläming-Nachtkerze","German",
"9909","Großsamige Nachtkerze","German",
"9909","Grote teunisbloem","Dutch",
"9909","hierba del asno","Spanish",
"9909","hierba del vino","Spanish",
"9909","Jütrborger Nachtkerze","German",
"9909","Lamarcks Nachtkerze","German",
"9909","Large-flowered Evening-primrose","English",
"9909","Mittelmärkische Nachtkerze","German",
"9909","Onagre à grandes fleurs","French",
"9909","Onagre à sépales rouges","French",
"9909","Onagre de Glaziou","French",
"9909","pupalka rudokališní","Czech",
"9909","Pyramidenförmige Nachtkerze","German",
"9909","Rotkelch-Nachtkerze","German",
"9909","Rotkelchige Nachtkerze","German",
"9909","Royfrasers Nachtkerze","German",
"9909","Unscheinbare Nachtkerze","German",
"9909","vöröslő ligetszépe","Hungarian",
"9909","Wiesiołek czerwonokielichowy","Polish",
"9909","Wiesiołek Royfrasera","Polish",
"9909","Wiesiołek środkowoniemiecki","Polish",
"9939","Onagre à grandes fleurs","French",
