taxonID,vernacularName,source,language
7300,chumbera,,es
7300,Fico d'India,,it
7300,figueira-da-índia,,es
7300,Figuier de Barbarie,,fr
7300,fragkosykia,,el
7300,Franċiż,,mt
7300,Frenk inciri,,tr
7300,higuera chumba,,es
7300,Ingliż,,mt
7300,Isfar,,mt
7300,nopal,,es
7300,papoutsosytzia,,el
7300,tuna,,es
7308,chumbera,,es
7309,Oponce,,fr
7312,cacto-palmatória,,pt
7312,chumbera,,es
7312,figa de moro,,es
7312,figuera de moro,,es
7312,figuera de pic,,es
7312,figuerassa,,es
7312,higos chumbos,,es
7312,nopal,,es
7312,Oponce,,fr
7312,palera,,es
7312,raquetes,,pt
7312,tuno,,es
7315,Oponce,,fr
7317,chumbera,,es
7317,Fico d'India (nome genere),,it
7317,Oponce,,fr
7317,tuna,,es
7321,cholla,,es
7321,chumbera,,es
7321,opuncie hnědoostná,,cs
7321,tuna,,es
7324,chumbera apretada,,es
7324,Oponce,,fr
7324,pera espinosa,,es
7324,tuna,,es
7330,Fico d'India (nome genere),,it
7330,Oponce,,fr
7331,chumbera rastera,,es
7331,Fico d'India nano,,it
7331,Figuier d'Inde,,fr
7331,fragkosykia,,el
7331,higuera chumba,,es
7331,tuna,,es
7338,axenuz,,pt
7338,beijos-de-freira,,pt
7338,Corncockle,,en
7338,Gewöhnliche Kornrade,,de
7338,koukol polní,,cs
7338,Nielle,,fr
7338,Nielle des blés,,fr
7338,Nielle des champs,,fr
7338,nigela-bastarda,,pt
7338,nigela-dos-trigos,,pt
7354,Mossy Sandwort,,en
7356,Spurren-Schalenflügel,,de
7356,Spurrenähnliche Blasenmiere,,de
7365,Mountain Sandwort,,en
7381,Biebersteini kadakkaer,,et
7381,Kryminė glažutė,,lt
7381,rožec Biebersteinův,,cs
7385,Grey Mouse-ear,,en
7385,Kalkhoornbloem,,nl
7396,Céraiste chevelu,,fr
7397,Céraiste dichotome,,fr
7399,šaubīg,,lv
7417,Sizilianisches Hornkraut,,de
7420,Filziges Hornkraut,,de
7420,Italien-Filz-Hornkraut,,de
7420,karvane kadakkaer,,et
7420,molyhos madárhúr,,hu
7420,rožec plstnatý,,cs
7420,Snow-in-summer,,en
7426,Berry Catchfly,,en
7434,Bart-Nelke,,de
7434,Goździk brodaty,,pl
7434,habenelk,,et
7434,hvozdík vousatý,,cs
7434,Šiurpinis gvazdikas,,lt
7434,Sweet-William,,en
7438,craveiro-dos-poetas,,pt
7438,cravina,,pt
7438,mauritânias,,pt
7438,török szegfű,,hu
7443,lauka neļķe,,lv
7444,kartuusia nelk,,et
7446,Clove Pink,,en
7446,Edel-Nelke,,de
7446,Garten-Nelke,,de
7446,hvozdík zahradní,,cs
7446,kerti szegfű,,hu
7446,Oeillet des fleuristes,,fr
7446,Oeillet Giroflée,,fr
7455,hvozdík ,,cs
7459,Fischeri nelk,,et
7462,Riesen-Nelke,,de
7464,Pfingst-Nelke,,de
7464,Žydrasis gvazdikas,,lt
7466,Feder-Nelke,,de
7466,Mignonnette,,fr
7466,Oeillet de poète,,fr
7466,Oeillet des poètes,,fr
7466,Oeillet Mignardise,,fr
7466,Pink,,en
7472,daudzkr,,lv
7474,kaukázusi fátyolvirág,,hu
7474,Spitzblatt-Gipskraut,,de
7478,óriás fátyolvirág,,hu
7479,glezn,,lv
7479,Grakš,,lt
7479,Gypsophile élégante,,fr
7479,šater ozdobný,,cs
7479,Zierliches Gipskraut,,de
7486,Baby's-breath,,en
7486,Muilinė guboja,,lt
7486,pööris-kipslill,,et
7486,Rispiges Gipskraut,,de
7486,skarain,,lv
7489,Durchwachsenblättriges Gipskraut,,de
7489,galléros fátyolvirág*,,hu
7489,Permautalapė guboja,,lt
7489,skaujoš,,lv
7493,Behaartes Gipskraut,,de
7493,Gypsophile poilue,,fr
7497,Guls,,lt
7498,pozdorlevelű fátyolvirág*,,hu
7498,šater dlouholistý,,cs
7498,Schwarzwurz-Gipskraut,,de
7498,Schwarzwurzel-Gipskraut,,de
7502,Gypsophile,,fr
7504,Kahles Bruchkraut,,de
7507,Behaard breukkruid,,nl
7507,Behaartes Bruchkraut,,de
7507,Hairy Rupturewort,,en
7507,průtržník chlupatý,,cs
7510,průtržník popelavý,,cs
7515,Jagged Chickweed,,en
7519,Goštautinė gaisrena,,lt
7519,kohoutek plamenný,,cs
7519,loitev tulinelk,,et
7519,Maltese-Cross,,en
7519,sarkan,,lv
7519,Scharlach-Lichtnelke,,de
7519,Silène,,fr
7527,Sticky Catchfly,,en
7535,Zart-Miere,,de
7554,Paronyque de Cosson,,fr
7556,Dachziegelartiges Nagelkraut,,de
7560,Proliferous Pink,,en
7563,Goździcznik skalnicowy,,pl
7563,kivirik-kaljunelk,,et
7563,klinšu petror,,lv
7563,Steinbrech-Felsennelke,,de
7563,Tunicflower,,en
7575,Kransmuur,,nl
7575,kýlatka ,,cs
7575,négylevelű csészepörc,,hu
7575,Vierblatt-Nagelkraut,,de
7575,Vierblättriges Nagelkraut,,de
7583,Kronblattloses Mastkraut,,de
7584,úrazník brvitý pravý,,cs
7589,Aufrechtes Mastkraut,,de
7589,úrazník brvitý bezkorunný,,cs
7595,zöldhúrfaj,,hu
7596,Tikroji žemenė,,lt
7604,mydlice bazalkovitá,,cs
7604,Rock Soapwort,,en
7607,erva-saboeira,,es
7607,harilik seebilill,,et
7607,mydlice lékařská,,cs
7607,Soapwort,,en
7610,Saponaire d'Orient,,fr
7611,chmerek ro,,cs
7611,Einjähriger Knäuel,,de
7632,habszegfűfaj,,hu
7633,alfinetes,,pt
7633,armēriju plaukšķene,,lv
7633,Darželinė naktižiedė,,lt
7633,Garten-Leimkraut,,de
7633,kerti habszegfű,,hu
7633,Nelken-Leimkraut,,de
7633,silenka svaz,,cs
7633,Sweet-William Catchfly,,en
7637,Silène à feuilles de Pâquerette,,fr
7640,Hasenohr-Leimkraut,,de
7642,Silène,,fr
7643,Silène coloré,,fr
7647,konisk,,lv
7647,Lepnica smukła,,pl
7647,Silène conique,,fr
7650,Falsches Kegel-Leimkraut,,de
7650,Silène conoïde,,fr
7653,candelária-dos-jardins,,pt
7653,Coquelourde des jardins,,fr
7653,kohoutek věncový,,cs
7653,Kranz-Lichtnelke,,de
7653,Kranzrade,,de
7653,Kronen-Lichtnelke,,de
7653,Prikneus,,nl
7653,Rose Campion,,en
7653,Silène Coronaire,,fr
7653,sudrabot,,lv
7653,suureõiene tulinelk,,et
7653,Vainikinė gaisrena,,lt
7672,Silène,,fr
7674,Kreta-Leimkraut,,de
7674,Kretisches Leimkraut,,de
7674,Silène de Crète,,fr
7674,silenka krétská prstén,,cs
7678,Csere-Leimkraut,,de
7681,Dvišakė naktižiedė,,lt
7681,Gabel-Leimkraut,,de
7681,Gabel-Leinkraut,,de
7681,harkjas põisrohi,,et
7681,Lepnica dwudzielna,,pl
7681,Silène bifurqué,,fr
7681,Silène dichotome,,fr
7681,Silène fourchu,,fr
7681,silenka rozsochatá,,cs
7681,žuburot,,lv
7688,Silène distique,,fr
7691,Silène brun-verdâtre,,fr
7692,Französisches Leimkraut,,de
7692,gallijas plaukšķene,,lv
7692,silenka francouzská,,cs
7692,Small-flowered Catchfly,,en
7699,Italian Catchfly,,en
7699,Italienisches Leimkraut,,de
7705,Hain-Leimkraut,,de
7709,Breitblatt-Leimkraut,,de
7709,White Campion,,en
7721,silenka širolistá bílá,,cs
7733,Flachs-Leimkraut,,de
7735,Silène,,fr
7736,Silène à tiges nombreuses,,fr
7739,daudzziedu plaukšķene,,lv
7744,Fliegen-Leimkraut,,de
7744,Silène Attrape-mouches,,fr
7746,Acker-Lichtnelke,,de
7746,Night-flowering Catchfly,,en
7746,silenka no,,cs
7759,bókoló habszegfű,,hu
7759,Hängendes Leimkraut,,de
7759,karenziedu plaukšķene,,lv
7759,Nodding Catchfly,,en
7759,rippuv-põisrohi,,et
7759,Silène à fleurs penchées,,fr
7759,silenka převislá,,cs
7762,Silène des ports,,fr
7763,ložņu plaukšķene,,lv
7763,pazvilu plaukšķene,,lv
7768,Alpine Campion,,en
7771,ložņu plaukšķene ,,lv
7778,Himmelsröschen,,de
7778,lenvirágú habszegfű,,hu
7778,Rose-of-heaven,,en
7796,lipīg,,lv
7803,volgas plaukšķene,,lv
7806,Acker-Spark,,de
7806,Corn Spurrey,,en
7810,kolenec rolní lnový,,cs
7810,kolenec rolní největší,,cs
7810,kolenec rolní pravý,,cs
7810,kolenec rolní setý,,cs
7831,Pearlwort Spurrey,,en
7835,Greek Sea-spurrey,,en
7849,Getreide-Schuppenmiere,,de
7857,Stellaire à feuilles de Graminée,,fr
7857,Stellaire Graminée,,fr
7861,Gewöhnliche Vogelmiere,,de
7867,Bleiche Vogelmiere,,de
7867,pta,,cs
7877,Cowherb,,en
7877,Kalkinė braškutė,,lt
7877,kravinec španělský velkokvětý,,cs
7877,Kuhkraut,,de
7877,põld-lehmalill,,et
7877,Saponaire des vaches,,fr
7877,sp,,lv
7877,Vaccaire d'Espagne,,fr
7877,Vachère,,fr
7900,bàlsam emparrador,,es
7900,Boussingaultie,,fr
7900,Madeira vine,,es
7900,parra de Madeira,,es
7900,parra-da-madeira,,pt
7904,Épinard de Nouvelle-Zélande,,fr
7904,espinafre,,es
7904,espinafre-da-nova-zelândia,,pt
7904,Neuseelandspinat,,de
7904,New Zealand Spinach,,en
7904,Spinacio di Nuova Zelanda,,it
7904,Tétragone,,fr
7918,African Tamarisk,,en
7922,Eahel seani,,he
7925,salgueiro,,es
7925,Tamaris commun,,fr
7925,Tamaris de France,,fr
7925,Tamarisk,,en
7925,Tamarix commun,,fr
7925,Tamarix de France,,fr
7928,Kleinblütige Tamariske,,de
7928,Tamaris à petites fleurs,,fr
7928,Tamaris de printemps,,fr
7928,Tamarix à petites fleurs,,fr
7928,Tamarix de printemps,,fr
7928,Tamerice comune,,it
7930,Ästige Tamariske,,de
7930,Tamaris très ramifié,,fr
7930,Tamarix très ramifié,,fr
7932,korai tamariska,,hu
7939,rozestálka smá,,cs
7943,Small-leaved Blinks,,en
7946,batolka prorostlá,,cs
7946,beldroega-de-inverno,,pt
7946,Claytone de Cuba,,fr
7946,Claytonie perfoliée,,fr
7946,Gewöhnliches Tellerkraut,,de
7946,közönséges vadporcsin,,hu
7946,Pourpier d'hiver,,fr
7946,Springbeauty,,en
7946,Winterpostelein,,nl
7954,batolka pta,,cs
7954,Claytonia de Sibérie,,fr
7954,Claytonie de Sibérie,,fr
7954,Pink Purslane,,en
7954,Roze winterpostelein,,nl
7954,Sibirisches Tellerkraut,,de
7968, Kossuth-csillag,,hu
7968,Chevalier-d'onze-heures,,fr
7968,nagyvirágú porcsin,,hu
7968,Porcellana a fiori grandi,,it
7968,Portulakröschen,,de
7968,Pourpier à grandes fleurs,,fr
7968,šrucha velkokvětá,,cs
7971,Common Purslane,,en
7971,d,,lv
7971,Europäischer Portulak,,de
7971,harilik portulak,,et
7971,Körnchen-Gemüse-Portulak,,de
7971,Papillen-Gemüse-Portulak,,de
7971,Paprastoji portulaka,,lt
7971,Portulak,,de
7971,Portulaka pospolita,,pl
7971,Stern-Gemüse-Portulak,,de
7971,Wilder-Gemüse-Portulak,,de
7980,Pourpier des jardins,,fr
7980,šrucha zelná pravá,,cs
7988,beldroega-de-comer,,pt
7988,főzelékporcsin,,hu
8004,borzas porcsin,,hu
8008,porcsinféle faj,,hu
8010,Rauginis akonogonas,,lt
8018,Blé noir,,fr
8018,Buckwheat,,en
8018,Echter Buchweizen,,de
8018,harilik tatar,,et
8018,pohanka obecná,,cs
8018,Sarrasin,,fr
8018,Sėjamasis grikis,,lt
8018,sējas griķis,,lv
8029,Blé noir fourrager,,fr
8029,Falscher Buchweizen,,de
8029,Franse boekweit,,nl
8029,idatatar,,et
8029,pohanka tatarská,,cs
8029,Sarrasin de Tartarie,,fr
8029,Tataren-Buchweizen,,de
8029,tatarij,,lv
8029,Tatarischer Buchweizen,,de
8029,Totorinis grikis,,lt
8037,Bastard-Flügelknöterich,,de
8037,Bastard-Staudenknöterich,,de
8037,hibrid japánkeserűfű,,hu
8037,Rdestowiec pośredni,,pl
8037,Renouée de bohême,,fr
8064,Auberts Heckenknoeterich,,de
8064,opletka ,,cs
8064,Poligono del Turkestan,,it
8064,Renouée,,fr
8064,Russian-vine,,en
8064,Schling-Flügelknöterich,,de
8064,Silberregen,,de
8064,tadzsikiszalag (incl. kínaiiszalag),,hu
8100,Acker-Flügelknöterich,,de
8100,Black-bindweed,,en
8100,Falopia Havalbalit,,he
8100,opletka obecná,,cs
8100,פלופיה חבלבלית,,he
8125,polígono-trepador,,pt
8125,Renouée des haies,,fr
8137,ártéri japánkeserűfű,,hu
8137,hierba nudosa japonesa,,es
8137,jap,,lv
8137,Japanese knotweed,,en
8137,Japanischer Flügelknöterich,,de
8137,Japanischer Staudenknoeterich,,de
8137,Japanischer Staudenknöterich,,de
8137,Japanse duizendknoop,,nl
8137,Japoninė reinutrė,,lt
8137,křídlatka japonská pravá,,cs
8137,Poligono del Giappone,,it
8137,Rdestowiec japoński,,pl
8137,Renouée du Japon,,fr
8137,sanguinária-do-japão,,pt
8137,vooljas pargitatar,,et
8162,křídlatka japonská tuhá,,cs
8170,Giant knotweed,,en
8170,křídlatka sachalinská,,cs
8170,óriás japánkeserűfű,,hu
8170,Poligono di Sachalin,,it
8170,Poligono di Sahalin,,it
8170,Rdestowiec sachaliński,,pl
8170,Renouée de Sachaline,,fr
8170,Renouée de Sakhaline,,fr
8170,Renouée géante du Japon,,fr
8170,Sachalin-Flügelknöterich,,de
8170,Sachalin-Staudenknöterich,,de
8170,Sachalininė reinutrė,,lt
8170,Sachalinse duizendknoop,,nl
8170,sahalīna dižsūrene,,lv
8170,Sahalīnas dižsūrene,,lv
8170,sahhalini pargitatar,,et
8170,Sakhalin-Knöterich,,de
8196,Wireplant,,en
8216,alpīn,,lv
8216,alpīnais akonogons,,lv
8221,Persicaire amphibie,,fr
8221,Persicaire flottante,,fr
8221,Renouée amphibie,,fr
8223,Red Bistort,,en
8229,Lesser Knotweed,,en
8232,polígono-de-jardim,,pt
8251,Acker-Ampfer-Knöterich,,de
8298,Soft Knotweed,,en
8303,Nepal Persicaria,,en
8306,austrumu blussūrene,,lv
8306,cordão-de-cardeal,,pt
8306,Garten-Knöterich,,de
8306,Persicaire du Levant,,fr
8306,persicária-do-oriente,,pt
8306,pulykaorrú keserűfű,,hu
8306,rdesno východní,,cs
8306,Renouée d'Orient,,fr
8306,Rytinis rūgtis,,lt
8317,Pennsylvanischer Knöterich,,de
8317,Pinkweed,,en
8317,rdesno pensylvánské,,cs
8317,Renouée de Pensylvanie,,fr
8323,American Tear-thumb,,en
8326,Renouée à feuilles de Saule,,fr
8335,Afghaanse duizendknoop,,nl
8335,Himalaja Knöterich,,de
8335,Himalaja-Knöterich,,de
8335,Himalaya-Bergknöterich,,de
8335,Himalayan knotweed,,en
8335,Poligono con spighe numerose,,it
8335,rdesno mnohoklasé,,cs
8335,Rdest wielokłosowy,,pl
8335,Renouée à épis nombreux,,fr
8335,Renouée de l’Himalaya,,fr
8335,Vielaehriger Knoeterich,,de
8335,Vielähriger Knöterich,,de
8353,Chinese Knotweed,,en
8353,Veiricho akonogonas,,lt
8353,Veiriha akonogons,,lv
8353,Weyrichi kirburohi,,et
8360,Lesser Red-knotgrass,,en
8362,skaist,,lv
8364,Equal-leaved Knotgrass,,en
8374,Arcuvit tzarat-alim,,he
8374,truskavec pta,,cs
8389,Belardo takažolė,,lt
8389,bellarda sūrene,,lv
8395,radniecīga sūrene,,lv
8395,Renouée connue,,fr
8397,plaš,,lv
8397,plašais akonogons,,lv
8401,kelet-ázsiai-iszalag*,,hu
8405,Grasblatt-Vogelknöterich,,de
8408,izplest,,lv
8408,Pla,,lt
8408,Red-knotgrass,,en
8420,Cornfield Knotgrass,,en
8425,Daržovinis rabarbaras,,lt
8425,Gewöhnlicher Rhabarber,,de
8425,reveň kadeřavá,,cs
8425,Rhabarber,,de
8425,Rhubarbe,,fr
8442,Ornamental Rhubarb,,en
8444,Rhubarbe sauvage,,fr
8453,Rumex,,fr
8479,Grande Oseille,,fr
8479,Oseille commune,,fr
8479,Oseille des prés,,fr
8480,Garden Sorrel,,en
8480,Garten-Sauerampfer,,de
8480,Oseille des jardins,,fr
8485,Oseille à oreillettes,,fr
8485,šťovík rozvětvený,,cs
8495,Haken-Ampfer,,de
8495,Hooked Dock,,en
8498,Stierkopf-Ampfer,,de
8501,blīv,,lv
8501,Gedrungener Ampfer,,de
8501,hobuoblikas,,et
8501,Russian Dock,,en
8501,šťovík stěsnaný,,cs
8501,Szczaw omszony,,pl
8501,Tankiažiedė rūgštynė,,lt
8504,erva-labaça,,es
8507,labaça-crespa,,es
8509,Greek Dock,,en
8509,Griechischer Ampfer,,de
8509,Patience à crêtes,,fr
8520,Aegean Dock,,en
8520,Rumex,,fr
8522,Halácsy-lórom,,hu
8524,Argentine Dock,,en
8524,Rumex,,fr
8530,Kerner-Ampfer,,de
8532,Gemüse-Ampfer,,de
8532,Langblatt-Ampfer,,de
8532,Panaminė rūgštynė,,lt
8532,šťovík dloholistý,,cs
8532,Szczaw domowy,,pl
8536,Romice lunaria,,it
8538,Obovate-leaved Dock,,en
8540,labaça,,es
8540,labaça-obtusa,,es
8540,labaçol,,es
8540,manteigueira,,es
8540,megalo lapatho,,el
8551,purva sk,,lv
8553,Englischer Spinat,,de
8553,Épinard-oseille,,fr
8553,Garten-Ampfer,,de
8553,Oseille-épinard,,fr
8553,Östlicher Garten-Ampfer,,de
8553,Patience des moines,,fr
8553,Patience Dock,,en
8553,Romice erba pazienza,,it
8553,Szczaw żółty,,pl
8558,šťovík zahradní pravý,,cs
8560,paréjlórom alfaja,,hu
8561,Monk's-rhubarb,,en
8561,šťovík alpský,,cs
8568,Gewöhnlicher Schön-Ampfer,,de
8568,Schöner Ampfer,,de
8568,Spreizender Schön-Ampfer,,de
8574,šťovík trojmozolný,,cs
8574,Tribriaunė rūgštynė,,lt
8574,vītollapu sk,,lv
8574,Weidenblatt-Ampfer,,de
8574,Willow-leaved Dock,,en
8587,Oseille à valves triangulaires,,fr
8589,French Sorrel,,en
8589,római sóska,,hu
8589,šťovík štítnatý,,cs
8595,idaoblikas,,et
8595,šaurlapu sk,,lv
8595,Schmalblättriger Ampfer,,de
8607,trávni,,cs
8618,Cératostigma,,fr
8618,Ceratostigma falsa piombaggine,,it
8618,tarackoló kékgyökér,,hu
8620,tatár sóvirág,,hu
8623,ajocagripaus,,es
8623,Grand Statice,,fr
8623,salado,,es
8623,verdolaga seca,,es
8624,Florist's Sea-lavender,,en
8627,Rottingdean Sea-lavender,,en
8630,Geflügelter Strandflieder,,de
8630,Limonium à feuilles sinuées,,fr
8630,Saladelle à feuilles sinuées,,fr
8630,Statice sinué,,fr
8634,bela-emília,,pt
8634,Gelsomino azzurro,,it
8634,jasmineiro-azul,,pt
8634,plumbago-azul,,pt
8636,Indian Pokeweed,,en
8642, a. karmazsinbogyó,,hu
8642,agriostafida,,el
8642,American pokeweed,,en
8642,amerikai alkörmös,,hu
8642,Amerikanische Kermesbeere,,de
8642,arbre de tinta,,es
8642,baga-moira,,es
8642,belladona borda,,es
8642,Carmaz,,ro
8642,Cremesina uva turca,,it
8642,Cremesina Uva-Turca,,it
8642,erva-dos-cachos-da-india,,pt
8642,escopetes,,es
8642,espinacas de America,,es
8642,fitolaca,,pt
8642,fitolaca,,es
8642,grana encarnada,,es
8642,hierba carmín,,es
8642,hierba de la oblea,,es
8642,lí,,cs
8642,Phytolaca americanit,,he
8642,Pokeberry,,en
8642,raim de guilla,,es
8642,raim de l´escopeta,,es
8642,raim de moro,,es
8642,raim de Sant Salvi,,es
8642,Raisin d'Amérique,,fr
8642,Raisin d’Amérique,,fr
8642,rem de moro,,es
8642,Russett,,mt
8642,Teinturier,,fr
8642,tinta,,es
8642,tintilla,,es
8642,tintureira,,pt
8642,uva-da-america,,pt
8642,uva-dos-passarinhos,,pt
8642,uva-dos-tintureiros,,pt
8642,uvas de América,,es
8642,uvas de Indias,,es
8642,vinagreira,,pt
8642,Westerse karmozijnbes,,nl
8642,פיטולקה ,,he
8650,Belombra,,fr
8650,Raisinier dioïque,,fr
8652, k. karmazsinbogyó,,hu
8652,Asiatische Kermesbeere,,de
8652,kínai alkörmös,,hu
8652,lí,,cs
8652,Oosterse karmozijnbes,,nl
8652,Raisinier,,fr
8660,Chinese Pokeweed,,en
8667,Boeravia,,it
8668,Bougainvillée,,fr
8673,arrebique,,pt
8673,arrebolera,,es
8673,bella de noche,,es
8673,Bella di notte comune,,it
8673,Belle-de-nuit,,fr
8673,boas-noites,,pt
8673,boas-noites,,es
8673,buenas noches,,es
8673,deilino,,el
8673,don diego,,es
8673,don pedro,,es
8673,dondiego,,es
8673,dondiego de noche,,es
8673,donjuán de noche,,es
8673,eucalipto azul,,es
8673,falsa jalapa,,es
8673,flor de nit,,es
8673,flor de panamá,,es
8673,hierba triste,,es
8673,Hummejr,,mt
8673,jalapa,,es
8673,jalapa-bastarda,,pt
8673,llampedro,,es
8673,maravilhas-do-peru,,pt
8673,maravilla de noche,,es
8673,maravilla de Perú,,es
8673,meravella de nit,,es
8673,Merveille du Pérou,,fr
8673,mirabajà,,es
8673,nagy csodatölcsér,,hu
8673,nocenka zahradní,,cs
8673,periquitos,,es
8673,sanpedros,,es
8673,suspiros,,pt
8673,trompetilla,,es
8673,tumba vaquero ,,es
8673,Wunderblume,,de
8676,Bella di notte longiflora,,it
8679,Allionia comune,,it
8679,Kiślina nocnicowata,,pl
8679,kisvirágú csodatölcsér,,hu
8679,listenatka nocenkovitá,,cs
8679,Patamsinis naktišius,,lt
8679,Regenschirmkraut,,de
8686,Mollugo cerviana,,it
8687,csillagszegfűfaj,,hu
8687,Mollugo verticillata,,it
8690,Aldrovanda à vessies,,fr
8690,Aldrovande à vessies,,fr
8690,Aldrovandie,,fr
8690,Aldrovandie à vessies,,fr
8692,haruline linalehik,,et
8692,tīruma linlape,,lv
8696,siberi linalehik,,et
8697,aeonium,,es
8697,ensaião,,pt
8697,rosa verde,,es
8697,saião,,pt
8697,saiao,,es
8703,Aeonium,,en
8707,Aeonium,,fr
8735,Scilly Pigmyweed,,en
8738,Nadelkraut,,de
8738,New Zealand pigmyweed,,en
8738,Watercrassula,,nl
8747,crásula de hoja de licopodio,,es
8748,crásula,,es
8777,atvašu saulrietenis,,lv
8779,Allionis Fransen-Hauswurz,,de
8795,calancói,,pt
8795,folhas-da-fortuna,,pt
8795,folhas-da-fortuna,,es
8795,folhas-da-vida,,pt
8795,folhas-da-vida,,es
8800,Calancola,,it
8808,Orpin âcre,,fr
8808,Poivre de muraille,,fr
8808,Vermiculaire,,fr
8809,Deckblatt-Fetthenne,,de
8809,rozchodník vždyživý,,cs
8815,baltais laimiņš,,lv
8815,Baltasis šilokas,,lt
8815,Rozchodnik biały,,pl
8815,White Stonecrop,,en
8817,Love-restoring Stonecrop,,en
8821,rozchodník ro,,cs
8822,rozchodník bledožlutý,,cs
8827,Rispen-Fetthenne,,de
8828,Lesser Mexican-stonecrop,,en
8830,Thick-leaved Stonecrop,,en
8833,rozchodník Ewersův,,cs
8843,Ispaninis šilokas,,lt
8843,Orpin d'Espagne,,fr
8843,rozchodník španělský,,cs
8843,Spanische Fetthenne,,de
8843,Spanish Stonecrop,,en
8846,Mišrusis šilokas,,lt
8846,rozchodník zvrhlý,,cs
8846,Sibirische Fetthenne,,de
8853,Kamchatka Stonecrop,,en
8858,Hokkaido-varjúháj,,hu
8858,Orpin,,fr
8860,Least Stonecrop,,en
8862,Orpin du Mexique,,fr
8865,Berg-Mauerpfeffer,,de
8865,Fetthenne,,de
8867,Orpin à plusieurs tiges,,fr
8868,Blassgelbe Fetthenne,,de
8871,Blyškusis šilokas,,lt
8873,ensaião-gigante,,pt
8873,ensaiao-gigante,,es
8873,Orpin,,fr
8873,patinha-de-galinha,,pt
8877,kalju-kukehari,,et
8877,kövi varjúháj,,hu
8877,Lenktalapis šilokas,,lt
8877,Reflexed Stonecrop,,en
8877,rozchodník skalný,,cs
8885,rozchodník suchomilný přímý,,cs
8889,Ausläufer-Fetthenne,,de
8889,indás varjúháj,,hu
8889,rozchodník šlahounovitý,,cs
8889,Sedo sarmentoso,,it
8892,Orpin de Nice,,fr
8892,Orpin élevé,,fr
8892,Pale Stonecrop,,en
8896,maigais laimiņš ,,lv
8896,Tasteless Stonecrop,,en
8899,Siebold-Fetthenne,,de
8899,Zyboldo vilkpupė,,lt
8902,Colorado Stonecrop,,en
8904,Butterfly Stonecrop,,en
8904,Orpin,,fr
8904,pompás varjúháj,,hu
8904,Puošnioji vilkpupė,,lt
8904,rozchodník nádherný,,cs
8904,Schöne Fetthenne,,de
8912,Borracina caucasica,,it
8912,Caucasian-stonecrop,,en
8912,Fetthenne,,de
8912,Kaukasus-Fetthenne,,de
8912,Kaukasus-Fettkraut,,de
8912,Kaukazinis šilokas,,lt
8912,kaukázusi varjúháj,,hu
8912,Orpin bâtard,,fr
8912,roomav kukrhari,,et
8912,Rozchodnik kaukaski,,pl
8912,rozchodník pochybný,,cs
8912,Roze vetkruid,,nl
8912,Sedo del Caucaso,,it
8929,Atžalinis šilokas,,lt
8929,Lesser Caucasian-stonecrop,,en
8929,Orpin,,fr
8935,Grand Orpin,,fr
8935,Grand Sédum,,fr
8944,Bärtige Hauswurz,,de
8946,Cobweb House-leek,,en
8948,Funcks Hauswurz,,de
8952,House-leek,,en
8952,Joubarbe des toits,,fr
8952,netřesk střešní,,cs
8952,saião-curto,,pt
8952,sempre-vivas,,pt
8952,sempre-vivas-dos-telhados,,pt
8974,False-buck's-beard,,en
8974,Japanische Prachtspiere,,de
8981,Bergenia,,fr
8981,Herzblatt-Bergenie,,de
8984,Bergenia,,fr
8984,Bergenie,,de
8984,bergenie tu,,cs
8984,chá-da-sibéria,,pt
8984,Dicke Bergenie,,de
8984,Elephant-ears,,en
8984,Storalapė bergenija,,lt
8989,Indian-rhubarb,,en
8995,heuchera krvavá,,cs
8997,Coralbells,,en
8997,Purpurglöckchen,,de
9000,Rodgersia,,en
9002,Arends-Steinbrech-Hybriden,,de
9006,Porzellanblümchen,,de
9006,Schatten-Steinbrech,,de
9015,False Londonpride,,en
9017,Londonpride,,en
9017,Mišrioji uolaskėlė,,lt
9023,Lesser Londonpride,,en
9023,lomikámen klínolistý,,cs
9025,Celandine Saxifrage,,en
9025,lomikámen východní,,cs
9025,Zymbelkraut-Steinbrech,,de
9029,Kidney Saxifrage,,en
9029,Rauhaar-Steinbrech,,de
9032,lomikámen Hostův,,cs
9032,Saxifrage,,fr
9035,Astmoos-Steinbrech,,de
9035,lomikámen rokytový,,cs
9038,Livelong Saxifrage,,en
9040,Rausvoji uolaskėlė,,lt
9043,lomikámen okrouhlolistý,,cs
9043,Round-leaved Saxifrage,,en
9045,St Patrick's-cabbage,,en
9046,Ausläufer-Steinbrech,,de
9046,indás kőtörőfű,,hu
9046,Strawberry Saxifrage,,en
9053,Pyrenean Saxifrage,,en
9053,Sassifraga ombrosa,,it
9053,Schatten-Steinbrech,,de
9056,Falsche Alraunenwurzel,,de
9056,Fringecups,,en
9071,Širdžialapė tiarėlė,,lt
9072,Pick-a-back-plant,,en
9077,Escallonia,,en
9084,Alpenbes,,nl
9086,arany ribiszke,,hu
9086,Auksuotasis serbentas,,lt
9086,Gold-Johannisbeere,,de
9086,Groseillier,,fr
9086,meruzalka zlatá,,cs
9086,ríbezla zlatá,,cs
9094,Black Currant,,en
9094,Cassissier,,fr
9094,Groseillier noir,,fr
9094,meln,,lv
9094,ríbezla ,,cs
9094,Schwarz-Ribisel,,de
9099,Buffalo Currant,,en
9099,meruzalka vonná,,cs
9110,Frenkuzumu,,tr
